message_id,message_text,label,message_type,channel,language,locale,scam_keywords,confidence_score,scam_subtype,link_present,urgency_level
200,Meeting ka time change ho gaya hai.,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
201,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
202,Update required: Download the latest security patch: http://aadhaar-verify-secure.gov.in?token=95255,scam,Malware,Email,English,IN,"urgent,verify,account",0.84,Malware,1,High
203,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
204,iPhone 15 jeetne ka mauka! Abhi click kar: http://secure-banking.co.in?id=7137,scam,Prize,SMS,Hinglish,IN,"prize,claim",0.93,Prize,1,Medium
205,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
206,Facebook: Your page will be unpublished. Verify identity: http://secure-banking.co.in?token=96921,scam,Social_Media,SMS,English,IN,"prize,claim",0.9,Social_Media,1,Critical
207,"Lottery lagi hai bhai! Rs. 25,000 le lo: http://payment-update.com?token=31143",scam,Prize,Email,Hinglish,IN,"prize,claim",0.83,Prize,1,Critical
208,लॉगिन के लिए ओटीपी 775614 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
209,Number band hone wala hai. Recharge kar: http://aadhaar-verify-secure.gov.in?id=3757,scam,Telecom,SMS,Hinglish,IN,"urgent,verify,account",0.92,Telecom,1,High
210,Your Netflix subscription is expiring. Renew now to avoid interruption: http://google-play-update.com?token=26064,scam,Subscription,Email,English,IN,"prize,claim",0.83,Subscription,1,High
211,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.06,None,0,None
212,OTP for login is 455246. Do not share.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
213,Meeting ka time change ho gaya hai.,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
214,Your package has been delivered. Track here: https://jio.com,legitimate,Legitimate,SMS,English,IN,,0.03,None,1,None
215,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
216,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
217,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
218,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
219,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
220,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
221,OTP for login is 584225. Do not share.,legitimate,Legitimate,Email,English,IN,,0.05,None,0,None
222,Instant Loan approved. Disbursal in 5 mins. Click: http://facebook-verify.com?id=3957,scam,Loan,SMS,English,IN,"urgent,verify,account",0.94,Loan,1,Critical
223,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
224,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.01,None,0,None
225,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
226,Phone slow hai? Cleaner daal: http://bit.ly/urgent-verify?id=4093,scam,Malware,SMS,Hinglish,IN,"urgent,verify,account",0.86,Malware,1,High
227,Hotstar: Your membership has been suspended. Reactivate: http://hdfc-secure.in?token=25260,scam,Subscription,SMS,English,IN,"prize,claim",0.88,Subscription,1,High
228,जारी रखने के लिए अपनी जन्म तिथि सत्यापित करें: DD/MM/YYYY,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.94,Data_Request,0,High
229,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
230,Free data mila hai 2GB. Claim kar: http://hdfc-secure.in?id=9835,scam,Telecom,Email,Hinglish,IN,"prize,claim",0.97,Telecom,1,Medium
231,Hotstar: Your membership has been suspended. Reactivate: http://bank-secure-verify.com?token=46893,scam,Subscription,Email,English,IN,"urgent,verify,account",0.94,Subscription,1,Critical
232,WhatsApp: Verification code request. Use link if not you: http://account-recovery.com?token=50361,scam,Social_Media,SMS,English,IN,"urgent,verify,account",0.78,Social_Media,1,Critical
233,सुरक्षा अलर्ट: हाल की गतिविधि देखें: http://payment-update.com?token=49330,scam,Phishing,SMS,Hindi,IN,"prize,claim",0.89,Phishing,1,High
234,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
235,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
236,Hotstar: Membership suspend ho gayi. Wapas chalu kar: http://instagram-verify-secure.com?token=77526,scam,Subscription,Email,Hinglish,IN,"urgent,verify,account",0.93,Subscription,1,Medium
237,अंतिम चेतावनी: अपने बिलों का भुगतान करें अन्यथा कानूनी कार्रवाई का सामना करें।,scam,Urgent_Threat,SMS,Hindi,IN,"prize,claim",0.8,Urgent_Threat,0,High
238,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
239,Income Tax Refund of Rs. 10000 approved. Claim: http://secure-banking.co.in?token=13643,scam,Government,Email,English,IN,"prize,claim",0.88,Government,1,Medium
240,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,Email,Hindi,IN,,0.01,None,0,None
241,OTP for login is 822576. Do not share.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
242,Google Pay: कैशबैक प्राप्त करने के लिए ओटीपी 795395 दर्ज करें।,scam,OTP_Request,SMS,Hindi,IN,"prize,claim",0.81,OTP_Request,0,High
243,Thank you for your feedback!,legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
244,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
245,You are the lucky winner of an iPhone 15! Claim now: http://payment-update.com?id=7677,scam,Prize,Email,English,IN,"prize,claim",0.79,Prize,1,Critical
246,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,SMS,Hindi,IN,,0.06,None,0,None
247,HDFC: KYC baaki hai. Account freeze ho jayega. Update: http://bank-secure-verify.com?token=86909,scam,Banking,SMS,Hinglish,IN,"urgent,verify,account",0.76,Banking,1,High
248,Your Netflix subscription is expiring. Renew now to avoid interruption: http://account-recovery.com?id=7253,scam,Subscription,SMS,English,IN,"urgent,verify,account",0.89,Subscription,1,Medium
249,Meeting agenda updated. Check email.,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
250,Hotstar: Your membership has been suspended. Reactivate: http://account-recovery.com?id=8152,scam,Subscription,SMS,English,IN,"urgent,verify,account",0.96,Subscription,1,Medium
251,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,SMS,Hinglish,IN,,0.06,None,0,None
252,Your package has been delivered. Track here: https://facebook.com,legitimate,Legitimate,Email,English,IN,,0.02,None,1,None
253,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
254,iPhone 15 jeetne ka mauka! Abhi click kar: http://instagram-verify-secure.com?token=57406,scam,Prize,Email,Hinglish,IN,"urgent,verify,account",0.83,Prize,1,High
255,Login OTP 615715 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
256,जियो: आपका प्लान आज समाप्त हो रहा है। 50% छूट के साथ रिचार्ज करें: http://account-recovery.com?id=6792,scam,Telecom,Email,Hindi,IN,"urgent,verify,account",0.97,Telecom,1,Medium
257,बिजली बिल देय: रु. 1000। अभी भुगतान करें: http://account-recovery.com?id=7643,scam,Payment,Email,Hindi,IN,"urgent,verify,account",0.89,Payment,1,High
258,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
259,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
260,Verify your date of birth to continue: DD/MM/YYYY,scam,Data_Request,Email,English,IN,"prize,claim",0.97,Data_Request,0,Critical
261,लॉगिन के लिए ओटीपी 345541 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
262,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
263,Airtel: 2GB data credited. Claim now: http://facebook-verify.com?token=18844,scam,Telecom,SMS,English,IN,"urgent,verify,account",0.9,Telecom,1,High
264,OTP for login is 901754. Do not share.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
265,Your package has been delivered. Track here: https://google.com,legitimate,Legitimate,Email,English,IN,,0.05,None,1,None
266,Your Google account will be deleted in 24 hours.,scam,Urgent_Threat,Email,English,IN,"urgent,verify,account",0.88,Urgent_Threat,0,Critical
267,Electricity Bill: Last date today. Pay now: http://account-recovery.com?token=12290,scam,Payment,Email,English,IN,"urgent,verify,account",0.83,Payment,1,Medium
268,Paytm: अपना बटुआ अनब्लॉक करने के लिए ओटीपी 991843 साझा करें।,scam,OTP_Request,Email,Hindi,IN,"prize,claim",0.86,OTP_Request,0,High
269,"Pre-approved Personal Loan of Rs. 5,00,000. Interest @ 9%. Apply: http://account-recovery.com?id=1004",scam,Loan,Email,English,IN,"urgent,verify,account",0.96,Loan,1,Medium
270,सिस्टम क्लीनर: आपका फोन धीमा है। बूस्टर स्थापित करें: http://verify-secure-account.com?id=6878,scam,Malware,SMS,Hindi,IN,"urgent,verify,account",0.86,Malware,1,Critical
271,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,SMS,Hinglish,IN,,0.01,None,0,None
272,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
273,Apna UPI ID bhejo cashback ke liye.,scam,Data_Request,Email,Hinglish,IN,"prize,claim",0.96,Data_Request,0,Medium
274,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
275,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
276,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
277,Your Netflix subscription is expiring. Renew now to avoid interruption: http://account-recovery.com?id=7876,scam,Subscription,Email,English,IN,"urgent,verify,account",0.87,Subscription,1,Medium
278,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
279,OTP for login is 786990. Do not share.,legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
280,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
281,Reply with your OTP to confirm the transaction.,scam,Data_Request,SMS,English,IN,"prize,claim",0.87,Data_Request,0,High
282,व्हाट्सएप: सत्यापन कोड अनुरोध। यदि आप नहीं हैं तो लिंक का उपयोग करें: http://bank-secure-verify.com?id=9280,scam,Social_Media,SMS,Hindi,IN,"urgent,verify,account",0.84,Social_Media,1,High
283,Your package has been delivered. Track here: https://amazon.in/orders,legitimate,Legitimate,Email,English,IN,,0.04,None,1,None
284,रु. 50000 कैशबैक प्राप्त करने के लिए अपना यूपीआई आईडी भेजें।,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.83,Data_Request,0,High
285,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
286,Meeting ka time change ho gaya hai.,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
287,System Cleaner: Your phone is slow. Install booster: http://instagram-verify-secure.com?token=79146,scam,Malware,SMS,English,IN,"urgent,verify,account",0.76,Malware,1,High
288,बिना सिबिल चेक के लोन। अभी प्राप्त करें: http://payment-update.com?id=1899,scam,Loan,SMS,Hindi,IN,"prize,claim",0.76,Loan,1,High
289,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
290,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
291,Amazon Prime: Payment fail ho gaya. Card change kar: http://hdfc-secure.in?token=86358,scam,Subscription,Email,Hinglish,IN,"prize,claim",0.93,Subscription,1,High
292,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
293,Police verification pending. Report to station immediately.,scam,Urgent_Threat,SMS,English,IN,"prize,claim",0.82,Urgent_Threat,0,Critical
294,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
295,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
296,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,SMS,Hindi,IN,,0.03,None,0,None
297,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
298,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
299,हॉटस्टार: आपकी सदस्यता निलंबित कर दी गई है। पुनः सक्रिय करें: http://google-play-update.com?id=3989,scam,Subscription,SMS,Hindi,IN,"prize,claim",0.8,Subscription,1,Critical
300,"Mubarak ho! Tu Rs. 5,00,000 jeet gaya! Claim kar: http://google-play-update.com?id=7551",scam,Prize,SMS,Hinglish,IN,"prize,claim",0.77,Prize,1,High
